id,user_id,created_at,message,category
3155,207897,2023-10-23 03:56:55.483269+00,"I start my skincare routine around 8-10 pm but im not really consistant because i usually sleep late that causes me to not be consistant at evening/night i  start around 9pm.i have acne and combination, the acne on my forehead had increased and i think its because  of my routine. I use garden of eden acne cleanser and garden of eden serum and garden of eden acne gel and i use garden of eden satin white day cream and i use cetaphil mosturizer i also sometimes use elegant whitening emulsion sunsceeen. I hope my acne can decrease",Product and Routine Questions
3156,207897,2023-10-23 03:57:42.999745+00,I would like a routine that is good to clear my acne on my face and control the oil on my face,Pimples and Acne Removal
3157,207897,2023-10-23 03:59:49.462924+00,I have breakouts on my forehead right now. My pores looks like aging pores or its just things that the oil on my face produce. My product is good but i dont think its controlling my breakouts but ill waot for 6 weeks,General Skincare and Skincare Issues
3158,280678,2023-10-23 05:13:43.894856+00,Getting ride of white heads and brake outs,Other
3159,280678,2023-10-23 05:14:30.690343+00,How do I fix it,Other
3160,285690,2023-10-23 05:56:21.528957+00,How can I resist touching my face,Pimples and Acne Removal
3161,285690,2023-10-23 05:56:50.300296+00,How to avoid touching pimples,Pimples and Acne Removal
3162,285735,2023-10-23 06:55:31.263143+00,i have acne problems  please suggest some product to get rid of  acne and scars,Pimples and Acne Removal
3163,285735,2023-10-23 06:57:10.265949+00,please can u tell me the name of a cream that has these over all products,Product and Routine Questions
3164,285735,2023-10-23 06:58:18.52822+00,acne and scars,Pimples and Acne Removal
3165,285735,2023-10-23 06:59:20.656012+00,please tell me a product that  can help me to get rid of acne and scars,Pimples and Acne Removal
3166,284538,2023-10-23 08:23:05.403275+00,Faoming Aloe Vera neem face wash,Pimples and Acne Removal
3167,284538,2023-10-23 08:23:40.399676+00,How to remove pimple,Pimples and Acne Removal
3168,284538,2023-10-23 08:26:07.17648+00,Vasline,Other
3169,284538,2023-10-23 08:26:23.689752+00,Vasline,Other
3170,285777,2023-10-23 08:26:24.648357+00,What can i eat,Diet and Nutrition
3171,285777,2023-10-23 08:26:47.972547+00,Can i eat oily foods,Diet and Nutrition
3172,285796,2023-10-23 08:53:28.891858+00,Normal get rid of acne no preference no ingredients focus daily,Pimples and Acne Removal
3173,285796,2023-10-23 08:54:01.851522+00,Give me a product that will get rid of my acne,Pimples and Acne Removal
3174,284116,2023-10-23 09:27:57.132059+00,Skin feel,General Skincare and Skincare Issues
3175,284116,2023-10-23 09:29:11.974093+00,Target issues,Other
3176,284116,2023-10-23 09:29:30.348696+00,What,Other
3177,210994,2023-10-23 09:40:22.651009+00,My forehead is oily for the most part. Other than that my skin is neither dry nor very moist from what I can tell. Breakouts appear in my forehead and my jawline and chin. Pores appear good I think. Forehead and nose pores can be  a bit large. I react good to bha. Post wash I feel tight and itchy if I use certaint types of cleansers that arr harsh. Oil cleansing feels really good.,General Skincare and Skincare Issues
3178,210994,2023-10-23 09:41:31.067881+00,I want to know my skintype,General Skincare and Skincare Issues
3179,210994,2023-10-23 09:43:54.386055+00,I have combination skin. Give me a skin routine that helps keep forehead oil in shape while reducing breakouts.,Pimples and Acne Removal
3180,285867,2023-10-23 10:36:50.660033+00,Budget,General Skincare and Skincare Issues
3181,285867,2023-10-23 10:37:39.76471+00,My skin is oily skin so which product is better for my skin for better results,Skin Type Specific Concerns
3182,285867,2023-10-23 10:39:44.915951+00,My skin is like some things are removed from it and it sometimes itching too much can you tell how could be get better results,Pimples and Acne Removal
3183,285867,2023-10-23 10:41:27.972188+00,Tell me some balanced diet and products and how to care my skin to reduce pimples from my face tell me my skin care daily routine for which should be thankful to you,Skincare Routine Advice
3184,285564,2023-10-23 10:55:42.860182+00,All,Other
3185,285904,2023-10-23 11:41:11.804692+00,Black skin becomes before it was white,General Skincare and Skincare Issues
3186,285904,2023-10-23 11:41:32.591296+00,White skin becomes black,General Skincare and Skincare Issues
3187,285904,2023-10-23 11:42:55.366099+00,White skin becomes black skin,General Skincare and Skincare Issues
3188,285904,2023-10-23 11:43:14.312754+00,White skin becomes black skin,General Skincare and Skincare Issues
3189,285911,2023-10-23 12:02:31.896119+00,I want to impove my acne ?,Pimples and Acne Removal
3190,285911,2023-10-23 12:03:19.770845+00,How do remove the scare by the,Pimples and Acne Removal
3191,207897,2023-10-23 13:15:07.674385+00,I use garden of eden acne cleanser and garden of eden rosa t serum and garden of eden satin white day cream i also use cetaphil mosturizer and garden of eden acne gel. Right now my skin is starting to be dry and sometimes my face produce alot of oil. By using the products i have given please give me a awesome skincare routine for day and night.,Product Recommendations
3192,207897,2023-10-23 13:18:25.338272+00,Isnt it better for me to use garden of eden rosa t serum at night since it is recommended? Or i can use it on daytime too. Isnt it also better for me to use garden of eden acne gel on mornings because it is recommended on the package? Is it better to use garden of eden serum at daytime or night time. Is it better for me to use garden of eden acne gel on day time or night time?,Product Recommendations
3193,263302,2023-10-23 13:34:58.614095+00,"Sensitive skin, absorbs well moisture, breakouts only on the left cheek along with clogged pores, I think I’m a little bit sensitive to exfoliating acids  Afer washing it it feels soft, but not smooth.",General Skincare and Skincare Issues
3194,263302,2023-10-23 13:35:25.749385+00,why do I only break out on one cheek?,Other
3195,285404,2023-10-23 13:46:32.58891+00,Please recommend any affordable products,Product and Routine Questions
3196,285867,2023-10-23 13:46:53.624311+00,Can you tell which I should not eat,Miscellaneous and Feedback
3197,285867,2023-10-23 13:47:48.805819+00,"Dietary restrictions , meal type , key ingredients, calorie range",Skin Type Specific Concerns
3198,285867,2023-10-23 13:48:53.0378+00,"Skin concerns , special considerations",General Skincare and Skincare Issues
3199,285867,2023-10-23 13:50:19.122525+00,What should I apply on my face at my home  with  home remedies and tell me some special considerations about my skin,Pimples and Acne Removal
3200,285939,2023-10-23 13:51:43.716899+00,Routine and products snapshot and skin feel,Product and Routine Questions
3201,285939,2023-10-23 13:52:20.780653+00,How to clear skin,General Skincare and Skincare Issues
3202,285939,2023-10-23 13:58:12.626288+00,Budget previous product,General Skincare and Skincare Issues
3203,285939,2023-10-23 14:01:18.811594+00,what can I use acne and pimples for product,Pimples and Acne Removal
3204,285984,2023-10-23 14:04:37.248592+00,On my face some pimples are growing,Pimples and Acne Removal
3205,285984,2023-10-23 14:05:12.818642+00,On my face they have pimples I want reason and treatment,Pimples and Acne Removal
3206,285984,2023-10-23 14:06:55.825691+00,What was best soap to our face protecting from pimples,Pimples and Acne Removal
3207,285984,2023-10-23 14:07:23.302798+00,What was best soap to reduce our pimples,Pimples and Acne Removal
3208,285939,2023-10-23 14:08:46.667118+00,Current products and morning and evening,Skincare Routine Advice
3209,285939,2023-10-23 14:09:30.880286+00,How to maintain skin care routine,Skincare Routine Advice
3210,285939,2023-10-23 14:10:24.822944+00,Calorie range,Other
3211,285939,2023-10-23 14:10:53.812594+00,What can eat for diet and healthy face,Diet and Nutrition
3212,285985,2023-10-23 14:25:30.679691+00,Pimple and scars,Pimples and Acne Removal
3213,285985,2023-10-23 14:26:23.334525+00,Pimples are too much and giving scars on my face,Pimples and Acne Removal
3214,284226,2023-10-23 14:26:29.825162+00,I have bad dry skin,General Skincare and Skincare Issues
3215,284226,2023-10-23 14:26:50.88584+00,How can I make it better ?,Other
3216,285985,2023-10-23 14:28:22.864848+00,Pimple and scars are my problem,Pimples and Acne Removal
3217,285985,2023-10-23 14:29:04.796722+00,Please provide routine to lessen the pimples and scars,Pimples and Acne Removal
3218,285994,2023-10-23 14:52:02.632881+00,Acne and acne scars,Pimples and Acne Removal
3219,285994,2023-10-23 14:52:37.448941+00,How can I make my skin smooth,General Skincare and Skincare Issues
3220,286002,2023-10-23 14:54:31.423603+00,I want good skin products,General Skincare and Skincare Issues
3221,285994,2023-10-23 14:55:12.198477+00,Acne and acne scars dry skin,Skin Type Specific Concerns
3222,286002,2023-10-23 14:56:45.845486+00,"I want better skin products, my skin is dry and I have alot of pimples also.",General Skincare and Skincare Issues
3223,285994,2023-10-23 14:57:29.189531+00,Dry skin goal is to make skin smooth without acne scars,Skin Type Specific Concerns
3224,285999,2023-10-23 14:58:25.908741+00,What skincare should I do,Skincare Routine Advice
3225,285994,2023-10-23 14:58:27.692643+00,"Cleanser, toner, moisturizer, facewash, serum",Product Recommendations
3226,285999,2023-10-23 14:58:42.510224+00,I only wash my face,Pimples and Acne Removal
3227,286002,2023-10-23 14:58:59.046762+00,My skin is dry and ugly I want it to look better,General Skincare and Skincare Issues
3228,286002,2023-10-23 14:59:45.844891+00,What skin products should I use,Product and Routine Questions
3229,285999,2023-10-23 14:59:55.715658+00,What moisture and sunscreen should I use for my sensitive skin,General Skincare and Skincare Issues
3230,285999,2023-10-23 15:00:19.398937+00,Which products are good for me,General Skincare and Skincare Issues
3231,286002,2023-10-23 15:00:48.820373+00,I want some ideas of what I can eat to make my skin look better.,General Skincare and Skincare Issues
3232,285999,2023-10-23 15:02:01.047553+00,What products should I use for my sensitive dry acne skin,General Skincare and Skincare Issues
3233,285999,2023-10-23 15:02:24.33272+00,What should I do to make it clear skin,General Skincare and Skincare Issues
3234,286015,2023-10-23 15:03:08.75417+00,Any product for acne prone oily skin,Skin Type Specific Concerns
3235,285999,2023-10-23 15:03:21.814424+00,Stress relief,Lifestyle and Habits
3236,285999,2023-10-23 15:03:30.493537+00,?,Other
3237,286019,2023-10-23 15:07:55.507953+00,My skin has black spots of pimple,Pimples and Acne Removal
3238,286019,2023-10-23 15:08:09.573616+00,Pls tell the solution,Miscellaneous and Feedback
3239,286016,2023-10-23 15:15:31.061246+00,Feeling like tan and from two days to using fair lovely and skin has air on up lip,General Skincare and Skincare Issues
3240,286016,2023-10-23 15:16:15.853786+00,I'd understand,Other
3241,286016,2023-10-23 15:17:42.53585+00,Fat to reduce the fat,Pimples and Acne Removal
3242,286016,2023-10-23 15:18:30.519555+00,What do you need,Product and Routine Questions
3243,286016,2023-10-23 15:18:59.497456+00,What to send,Other
3244,286016,2023-10-23 15:20:52.742395+00,Up lips has hair,Other
3245,286016,2023-10-23 15:21:12.149333+00,To remove hair on face,Pimples and Acne Removal
3246,286044,2023-10-23 16:18:26.217018+00,I feel like my skin is oily but it’s only oily around my nose and I get blackheads. I also have been getting some more spots lately,Skin Type Specific Concerns
3247,286044,2023-10-23 16:18:54.134792+00,Why have I gotten more spots lately,General Skincare and Skincare Issues
3248,286056,2023-10-23 16:28:13.45041+00,Pimples red colour,Pimples and Acne Removal
3249,286057,2023-10-23 16:40:52.443447+00,Skin type,Skin Type Specific Concerns
3250,286057,2023-10-23 16:41:49.324856+00,Many acne on my face please recommend best face wash to remove this in 1 _2week,Pimples and Acne Removal
3251,286067,2023-10-23 16:42:14.054702+00,Moisture behavior,Other
3252,286069,2023-10-23 16:52:26.882917+00,Skin type: oily around my nose but sometimes dry in other places. Primary goal: to have clear more tanned skin. Preferred brand: i don’t mind. Daily,Product Recommendations
3253,286069,2023-10-23 16:52:50.778275+00,Yes please x,Miscellaneous and Feedback
3254,181801,2023-10-23 16:56:18.837618+00,how to get rid of acne scars?,Pimples and Acne Removal
3255,35559,2023-10-23 17:41:08.817486+00,in my mouth area is a big breakout and i don’t understand? could it be because of my new cleanser that i bought a week ago,General Skincare and Skincare Issues
3256,35559,2023-10-23 17:41:27.174551+00,my skin kinda burns,General Skincare and Skincare Issues
3257,286146,2023-10-23 19:00:40.642799+00,I want clear skin with no spots / pimples some pimple scars or scabs have been on my face for ages and I wanna get rid of them,Pimples and Acne Removal
3258,286146,2023-10-23 19:01:31.406007+00,How do I get rid of spots / pimples and clear scarring,Pimples and Acne Removal
3259,286146,2023-10-23 19:03:25.69936+00,I wanna get rid of spots and scarrring,Pimples and Acne Removal
3260,286146,2023-10-23 19:04:40.721287+00,What products should I use to get rid of spots and scarring and what products have lactic acid or products to get rid of scarring and spots,Pimples and Acne Removal
3261,286187,2023-10-23 21:12:00.280635+00,"aha/bha cleanser both morning and night, cerave retinol at night",Skincare Routine Advice
3262,286187,2023-10-23 21:13:03.154942+00,"acne prone, sensitive skin, looking for a gentle cleanser no harsh ingredients or fragrance",Skin Type Specific Concerns
3263,286199,2023-10-23 22:05:46.574132+00,i have fresh scars,Other
3264,285989,2023-10-23 23:00:34.119227+00,I'm getting pimples&acne,Other
3265,285989,2023-10-23 23:01:24.840843+00,How to reduce pimples on my face,Pimples and Acne Removal
3266,285989,2023-10-23 23:03:59.455991+00,"Oliy skin , to reduce pimples,",Pimples and Acne Removal
3267,285989,2023-10-23 23:04:46.965733+00,How can. I reduce pimples with home remedies,Pimples and Acne Removal
3268,286209,2023-10-24 01:28:26.011866+00,What shout I use for acne,General Skincare and Skincare Issues
3269,286209,2023-10-24 01:28:49.378206+00,What products,Product and Routine Questions
3270,285011,2023-10-24 02:43:00.29842+00,I have acne pigmentation dark spots pores on my face currently i don't use any product,Pimples and Acne Removal
